~from,~id,association_type:String,data_source:String,source:String,~to,~label
IGBP1,gene_disease_12954,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:52055,GeneToDiseaseAssociation
DMXL2,gene_disease_12955,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:453533,GeneToDiseaseAssociation
CDSN,gene_disease_12956,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:90368,GeneToDiseaseAssociation
KRT74,gene_disease_12957,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:90368,GeneToDiseaseAssociation
APC,gene_disease_12958,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:247806,GeneToDiseaseAssociation
GATA1,gene_disease_12959,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:420611,GeneToDiseaseAssociation
LRP1,gene_disease_12960,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:79100,GeneToDiseaseAssociation
ANK1,gene_disease_12961,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:251066,GeneToDiseaseAssociation
ALDH4A1,gene_disease_12962,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:79101,GeneToDiseaseAssociation
KCNJ18,gene_disease_12963,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:79102,GeneToDiseaseAssociation
GABRA3,gene_disease_12964,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:79102,GeneToDiseaseAssociation
CACNA1S,gene_disease_12965,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:79102,GeneToDiseaseAssociation
FUS,gene_disease_12966,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:79105,GeneToDiseaseAssociation
CREB3L1,gene_disease_12967,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:79105,GeneToDiseaseAssociation
CREB3L2,gene_disease_12968,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:79105,GeneToDiseaseAssociation
FOXP2,gene_disease_12969,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:251061,GeneToDiseaseAssociation
KCNQ2,gene_disease_12970,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1949,GeneToDiseaseAssociation
KCNQ3,gene_disease_12971,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1949,GeneToDiseaseAssociation
KLHL7,gene_disease_12972,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:157820,GeneToDiseaseAssociation
CLCF1,gene_disease_12973,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:157820,GeneToDiseaseAssociation
CRLF1,gene_disease_12974,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:157820,GeneToDiseaseAssociation
KRAS,gene_disease_12975,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:268114,GeneToDiseaseAssociation
NRAS,gene_disease_12976,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:268114,GeneToDiseaseAssociation
ARMC5,gene_disease_12977,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:189427,GeneToDiseaseAssociation
KDM1A,gene_disease_12978,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:189427,GeneToDiseaseAssociation
GNAS,gene_disease_12979,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:189427,GeneToDiseaseAssociation
CP,gene_disease_12980,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:48818,GeneToDiseaseAssociation
SDHD,gene_disease_12981,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100093,GeneToDiseaseAssociation
NSMCE2,gene_disease_12982,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:436182,GeneToDiseaseAssociation
XRCC4,gene_disease_12983,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:436182,GeneToDiseaseAssociation
ARID1B,gene_disease_12984,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:251056,GeneToDiseaseAssociation
ELOVL4,gene_disease_12985,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1955,GeneToDiseaseAssociation
ABCA1,gene_disease_12986,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:31150,GeneToDiseaseAssociation
PRDM5,gene_disease_12987,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:90354,GeneToDiseaseAssociation
ZNF469,gene_disease_12988,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:90354,GeneToDiseaseAssociation
IRX5,gene_disease_12989,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:314555,GeneToDiseaseAssociation
SATB2,gene_disease_12990,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:576283,GeneToDiseaseAssociation
HEXA,gene_disease_12991,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:309192,GeneToDiseaseAssociation
KY,gene_disease_12992,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:496686,GeneToDiseaseAssociation
KY,gene_disease_12993,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:496689,GeneToDiseaseAssociation
MEGF10,gene_disease_12994,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:439212,GeneToDiseaseAssociation
CLTCL1,gene_disease_12995,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:453510,GeneToDiseaseAssociation
NTHL1,gene_disease_12996,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:454840,GeneToDiseaseAssociation
F8,gene_disease_12997,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:169805,GeneToDiseaseAssociation
FLT3,gene_disease_12998,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:589595,GeneToDiseaseAssociation
KMT2A,gene_disease_12999,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:589595,GeneToDiseaseAssociation
AFF1,gene_disease_13000,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:589595,GeneToDiseaseAssociation
ELN,gene_disease_13001,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:90348,GeneToDiseaseAssociation
FBLN5,gene_disease_13002,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:90348,GeneToDiseaseAssociation
ALDH18A1,gene_disease_13003,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:90348,GeneToDiseaseAssociation
KCNQ2,gene_disease_13004,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:439218,GeneToDiseaseAssociation
F8,gene_disease_13005,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:169808,GeneToDiseaseAssociation
LTBP1,gene_disease_13006,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:90349,GeneToDiseaseAssociation
EFEMP2,gene_disease_13007,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:90349,GeneToDiseaseAssociation
FBLN5,gene_disease_13008,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:90349,GeneToDiseaseAssociation
BMP6,gene_disease_13009,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:465508,GeneToDiseaseAssociation
HFE,gene_disease_13010,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:465508,GeneToDiseaseAssociation
F8,gene_disease_13011,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:169802,GeneToDiseaseAssociation
MYOT,gene_disease_13012,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:268129,GeneToDiseaseAssociation
NEK8,gene_disease_13013,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:294415,GeneToDiseaseAssociation
NPHP3,gene_disease_13014,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:294415,GeneToDiseaseAssociation
CLN8,gene_disease_13015,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1947,GeneToDiseaseAssociation
SLC13A5,gene_disease_13016,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1946,GeneToDiseaseAssociation
ROGDI,gene_disease_13017,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1946,GeneToDiseaseAssociation
NOD2,gene_disease_13018,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:90340,GeneToDiseaseAssociation
SRPX2,gene_disease_13019,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1945,GeneToDiseaseAssociation
GRIN2A,gene_disease_13020,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1945,GeneToDiseaseAssociation
GABRG2,gene_disease_13021,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1945,GeneToDiseaseAssociation
POLH,gene_disease_13022,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:90342,GeneToDiseaseAssociation
SLC2A1,gene_disease_13023,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1942,GeneToDiseaseAssociation
SYNGAP1,gene_disease_13024,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1942,GeneToDiseaseAssociation
AP2M1,gene_disease_13025,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1942,GeneToDiseaseAssociation
SCN1A,gene_disease_13026,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1942,GeneToDiseaseAssociation
NEXMIF,gene_disease_13027,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1942,GeneToDiseaseAssociation
CHD2,gene_disease_13028,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1942,GeneToDiseaseAssociation
SLC6A1,gene_disease_13029,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1942,GeneToDiseaseAssociation
EFHC1,gene_disease_13030,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1941,GeneToDiseaseAssociation
ATRX,gene_disease_13031,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100075,GeneToDiseaseAssociation
HEXA,gene_disease_13032,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:309185,GeneToDiseaseAssociation
FTL,gene_disease_13033,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:157846,GeneToDiseaseAssociation
CWF19L1,gene_disease_13034,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:453521,GeneToDiseaseAssociation
CENPF,gene_disease_13035,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:506307,GeneToDiseaseAssociation
GNAS,gene_disease_13036,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:57782,GeneToDiseaseAssociation
CDKL5,gene_disease_13037,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1934,GeneToDiseaseAssociation
KCNA1,gene_disease_13038,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1934,GeneToDiseaseAssociation
PIGQ,gene_disease_13039,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1934,GeneToDiseaseAssociation
SLC32A1,gene_disease_13040,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1934,GeneToDiseaseAssociation
GNAO1,gene_disease_13041,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1934,GeneToDiseaseAssociation
TRIM8,gene_disease_13042,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1934,GeneToDiseaseAssociation
GRIN1,gene_disease_13043,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1934,GeneToDiseaseAssociation
SLC25A22,gene_disease_13044,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1934,GeneToDiseaseAssociation
SIK1,gene_disease_13045,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1934,GeneToDiseaseAssociation
CASK,gene_disease_13046,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1934,GeneToDiseaseAssociation
DMXL2,gene_disease_13047,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1934,GeneToDiseaseAssociation
GRM7,gene_disease_13048,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1934,GeneToDiseaseAssociation
ARX,gene_disease_13049,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1934,GeneToDiseaseAssociation
PNKP,gene_disease_13050,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1934,GeneToDiseaseAssociation
SCN2A,gene_disease_13051,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1934,GeneToDiseaseAssociation
PIGP,gene_disease_13052,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1934,GeneToDiseaseAssociation
SCN1B,gene_disease_13053,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1934,GeneToDiseaseAssociation
NEUROD2,gene_disease_13054,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1934,GeneToDiseaseAssociation
SUCLA2,gene_disease_13055,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1933,GeneToDiseaseAssociation
CHMP2B,gene_disease_13056,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100070,GeneToDiseaseAssociation
PSEN1,gene_disease_13057,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100070,GeneToDiseaseAssociation
GRN,gene_disease_13058,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100070,GeneToDiseaseAssociation
TMEM106B,gene_disease_13059,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100070,GeneToDiseaseAssociation
MAPT,gene_disease_13060,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100070,GeneToDiseaseAssociation
TREM2,gene_disease_13061,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100070,GeneToDiseaseAssociation
VCP,gene_disease_13062,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100070,GeneToDiseaseAssociation
TRAF3,gene_disease_13063,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1930,GeneToDiseaseAssociation
UNC93B1,gene_disease_13064,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1930,GeneToDiseaseAssociation
TICAM1,gene_disease_13065,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1930,GeneToDiseaseAssociation
TLR3,gene_disease_13066,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1930,GeneToDiseaseAssociation
TBK1,gene_disease_13067,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1930,GeneToDiseaseAssociation
CHMP2B,gene_disease_13068,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100069,GeneToDiseaseAssociation
PSEN1,gene_disease_13069,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100069,GeneToDiseaseAssociation
GRN,gene_disease_13070,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100069,GeneToDiseaseAssociation
TMEM106B,gene_disease_13071,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100069,GeneToDiseaseAssociation
MAPT,gene_disease_13072,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100069,GeneToDiseaseAssociation
TREM2,gene_disease_13073,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100069,GeneToDiseaseAssociation
GLI3,gene_disease_13074,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:672,GeneToDiseaseAssociation
APP,gene_disease_13075,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:324723,GeneToDiseaseAssociation
LMNA,gene_disease_13076,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:300751,GeneToDiseaseAssociation
BCKDHA,gene_disease_13077,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:268145,GeneToDiseaseAssociation
BCKDHB,gene_disease_13078,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:268145,GeneToDiseaseAssociation
DBT,gene_disease_13079,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:268145,GeneToDiseaseAssociation
SATB2,gene_disease_13080,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:251028,GeneToDiseaseAssociation
MT-ATP6,gene_disease_13081,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:320360,GeneToDiseaseAssociation
RNU4ATAC,gene_disease_13082,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:353298,GeneToDiseaseAssociation
TET2,gene_disease_13083,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:75564,GeneToDiseaseAssociation
SF3B1,gene_disease_13084,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:75564,GeneToDiseaseAssociation
CLPB,gene_disease_13085,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:445038,GeneToDiseaseAssociation
TP53,gene_disease_13086,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:668,GeneToDiseaseAssociation
RB1,gene_disease_13087,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:668,GeneToDiseaseAssociation
CHEK2,gene_disease_13088,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:668,GeneToDiseaseAssociation
TCIRG1,gene_disease_13089,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:667,GeneToDiseaseAssociation
CLCN7,gene_disease_13090,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:667,GeneToDiseaseAssociation
SNX10,gene_disease_13091,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:667,GeneToDiseaseAssociation
TNFSF11,gene_disease_13092,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:667,GeneToDiseaseAssociation
XPNPEP2,gene_disease_13093,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100057,GeneToDiseaseAssociation
EDN3,gene_disease_13094,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:661,GeneToDiseaseAssociation
GDNF,gene_disease_13095,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:661,GeneToDiseaseAssociation
BDNF,gene_disease_13096,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:661,GeneToDiseaseAssociation
LBX1,gene_disease_13097,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:661,GeneToDiseaseAssociation
MYO1H,gene_disease_13098,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:661,GeneToDiseaseAssociation
PHOX2B,gene_disease_13099,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:661,GeneToDiseaseAssociation
OTC,gene_disease_13100,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:664,GeneToDiseaseAssociation
ALOX12B,gene_disease_13101,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:281122,GeneToDiseaseAssociation
ALOXE3,gene_disease_13102,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:281122,GeneToDiseaseAssociation
TGM1,gene_disease_13103,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:281122,GeneToDiseaseAssociation
MT-TL2,gene_disease_13104,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:663,GeneToDiseaseAssociation
MT-TL1,gene_disease_13105,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:663,GeneToDiseaseAssociation
MT-TN,gene_disease_13106,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:663,GeneToDiseaseAssociation
MT-TS1,gene_disease_13107,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:663,GeneToDiseaseAssociation
TGM1,gene_disease_13108,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:281127,GeneToDiseaseAssociation
F12,gene_disease_13109,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100054,GeneToDiseaseAssociation
GALC,gene_disease_13110,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:206443,GeneToDiseaseAssociation
APP,gene_disease_13111,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:324718,GeneToDiseaseAssociation
CREBBP,gene_disease_13112,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:353281,GeneToDiseaseAssociation
BMP2,gene_disease_13113,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:261295,GeneToDiseaseAssociation
APP,gene_disease_13114,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:324713,GeneToDiseaseAssociation
SNAP29,gene_disease_13115,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:66631,GeneToDiseaseAssociation
SATB2,gene_disease_13116,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:251019,GeneToDiseaseAssociation
EP300,gene_disease_13117,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:353284,GeneToDiseaseAssociation
LEP,gene_disease_13118,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:66628,GeneToDiseaseAssociation
MBTPS2,gene_disease_13119,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:659,GeneToDiseaseAssociation
TRPV3,gene_disease_13120,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:659,GeneToDiseaseAssociation
PERP,gene_disease_13121,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:659,GeneToDiseaseAssociation
GALC,gene_disease_13122,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:206448,GeneToDiseaseAssociation
SERPING1,gene_disease_13123,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100050,GeneToDiseaseAssociation
KIFBP,gene_disease_13124,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:66629,GeneToDiseaseAssociation
SERPING1,gene_disease_13125,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100051,GeneToDiseaseAssociation
REST,gene_disease_13126,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:654,GeneToDiseaseAssociation
DIS3L2,gene_disease_13127,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:654,GeneToDiseaseAssociation
BRCA2,gene_disease_13128,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:654,GeneToDiseaseAssociation
TRIP13,gene_disease_13129,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:654,GeneToDiseaseAssociation
WT1,gene_disease_13130,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:654,GeneToDiseaseAssociation
TRIM28,gene_disease_13131,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:654,GeneToDiseaseAssociation
POU6F2,gene_disease_13132,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:654,GeneToDiseaseAssociation
GPC3,gene_disease_13133,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:654,GeneToDiseaseAssociation
H19,gene_disease_13134,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:654,GeneToDiseaseAssociation
PTH,gene_disease_13135,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:189466,GeneToDiseaseAssociation
AIRE,gene_disease_13136,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:189466,GeneToDiseaseAssociation
NPHS1,gene_disease_13137,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
CD2AP,gene_disease_13138,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
NUP93,gene_disease_13139,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
MYO1E,gene_disease_13140,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
INF2,gene_disease_13141,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
GAPVD1,gene_disease_13142,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
WT1,gene_disease_13143,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
